Data run ended at:  Friday, April 09, 2021	1:50:33 AM
Total number of sweeps:  14912522	live time (sec):  298250.440000	real time (sec):  345601.047000


time (sec)	counts
1.700000E-2	1.460820E+5
1.702000E-2	1.452020E+5
1.704000E-2	1.438340E+5
1.706000E-2	1.424520E+5
1.708000E-2	1.413900E+5
1.710000E-2	1.371960E+5
1.712000E-2	1.335390E+5
1.714000E-2	1.264440E+5
1.716000E-2	1.171010E+5
1.718000E-2	1.072630E+5
1.720000E-2	9.784400E+4
1.722000E-2	9.183600E+4
1.724000E-2	9.085500E+4
1.726000E-2	9.492100E+4
1.728000E-2	1.028170E+5
1.730000E-2	1.129770E+5
1.732000E-2	1.222370E+5
1.734000E-2	1.301970E+5
1.736000E-2	1.359100E+5
1.738000E-2	1.395110E+5
1.740000E-2	1.424980E+5
1.742000E-2	1.436980E+5
1.744000E-2	1.450250E+5
1.746000E-2	1.454920E+5
1.748000E-2	1.460810E+5
1.750000E-2	1.463150E+5
1.752000E-2	1.465690E+5
1.754000E-2	1.480730E+5
1.756000E-2	1.471110E+5
1.758000E-2	1.474130E+5
1.760000E-2	1.481100E+5
1.762000E-2	1.479730E+5
1.764000E-2	1.478280E+5
1.766000E-2	1.483250E+5
1.768000E-2	1.484570E+5
1.770000E-2	1.488220E+5
1.772000E-2	1.488510E+5
1.774000E-2	1.481740E+5
1.776000E-2	1.483360E+5
1.778000E-2	1.483370E+5
1.780000E-2	1.484670E+5
1.782000E-2	1.489630E+5
1.784000E-2	1.489990E+5
1.786000E-2	1.491180E+5
1.788000E-2	1.489460E+5
1.790000E-2	1.483940E+5
1.792000E-2	1.492450E+5
1.794000E-2	1.491150E+5
1.796000E-2	1.493040E+5
1.798000E-2	1.487230E+5
1.800000E-2	1.488910E+5
1.802000E-2	1.485230E+5
1.804000E-2	1.491570E+5
1.806000E-2	1.490050E+5
1.808000E-2	1.487800E+5
1.810000E-2	1.488770E+5
1.812000E-2	1.491770E+5
1.814000E-2	1.487910E+5
1.816000E-2	1.490020E+5
1.818000E-2	1.487350E+5
1.820000E-2	1.492910E+5
1.822000E-2	1.482550E+5
1.824000E-2	1.487410E+5
1.826000E-2	1.486530E+5
1.828000E-2	1.490500E+5
1.830000E-2	1.488630E+5
1.832000E-2	1.491490E+5
1.834000E-2	1.493830E+5
1.836000E-2	1.481360E+5
1.838000E-2	1.492220E+5
1.840000E-2	1.496830E+5
1.842000E-2	1.492050E+5
1.844000E-2	1.496610E+5
1.846000E-2	1.491860E+5
1.848000E-2	1.481610E+5
1.850000E-2	1.488810E+5
1.852000E-2	1.489060E+5
1.854000E-2	1.487710E+5
1.856000E-2	1.493070E+5
1.858000E-2	1.484630E+5
1.860000E-2	1.491140E+5
1.862000E-2	1.492550E+5
1.864000E-2	1.501570E+5
1.866000E-2	1.482840E+5
1.868000E-2	1.493720E+5
1.870000E-2	1.492260E+5
1.872000E-2	1.491610E+5
1.874000E-2	1.491580E+5
1.876000E-2	1.486400E+5
1.878000E-2	1.486060E+5
1.880000E-2	1.489920E+5
1.882000E-2	1.492330E+5
1.884000E-2	1.488170E+5
1.886000E-2	1.493690E+5
1.888000E-2	1.488350E+5
1.890000E-2	1.487100E+5
1.892000E-2	1.488970E+5
1.894000E-2	1.489630E+5
1.896000E-2	1.491500E+5
1.898000E-2	1.498700E+5
1.900000E-2	1.490220E+5
1.902000E-2	1.486080E+5
1.904000E-2	1.490990E+5
1.906000E-2	1.491540E+5
1.908000E-2	1.494760E+5
1.910000E-2	1.481660E+5
1.912000E-2	1.491200E+5
1.914000E-2	1.494710E+5
1.916000E-2	1.489670E+5
1.918000E-2	1.488890E+5
1.920000E-2	1.485620E+5
1.922000E-2	1.488140E+5
1.924000E-2	1.498080E+5
1.926000E-2	1.490200E+5
1.928000E-2	1.493160E+5
1.930000E-2	1.488620E+5
1.932000E-2	1.496400E+5
1.934000E-2	1.496320E+5
1.936000E-2	1.488870E+5
1.938000E-2	1.492540E+5
1.940000E-2	1.485280E+5
1.942000E-2	1.491560E+5
1.944000E-2	1.493440E+5
1.946000E-2	1.492460E+5
1.948000E-2	1.491130E+5
1.950000E-2	1.493220E+5
1.952000E-2	1.488740E+5
1.954000E-2	1.490190E+5
1.956000E-2	1.492240E+5
1.958000E-2	1.487570E+5
1.960000E-2	1.488300E+5
1.962000E-2	1.488860E+5
1.964000E-2	1.492900E+5
1.966000E-2	1.490380E+5
1.968000E-2	1.493700E+5
1.970000E-2	1.497940E+5
1.972000E-2	1.487130E+5
1.974000E-2	1.489550E+5
1.976000E-2	1.485850E+5
1.978000E-2	1.493060E+5
1.980000E-2	1.491590E+5
1.982000E-2	1.494130E+5
1.984000E-2	1.488740E+5
1.986000E-2	1.495850E+5
1.988000E-2	1.496760E+5
1.990000E-2	1.494920E+5
1.992000E-2	1.494540E+5
1.994000E-2	1.495300E+5
1.996000E-2	1.493010E+5
1.998000E-2	1.492050E+5
