Position, Amplitude, Width, Vertical Offset, Position std, Amplitude std, Width std, Offset std
[-9.19859388e-09,-3.25420762e-04, 2.08548163e-08, 1.49555339e+05], [6.84260527e-11,2.43538542e-06,2.07886991e-10,4.21765652e+01]
