Data run ended at:  Sunday, April 04, 2021	8:13:18 PM
Total number of sweeps:  4039012	live time (sec):  80780.240000	real time (sec):  93604.633000


time (sec)	counts
1.700000E-2	9.471600E+4
1.702000E-2	9.889500E+4
1.704000E-2	1.003640E+5
1.706000E-2	1.021670E+5
1.708000E-2	1.034770E+5
1.710000E-2	1.030230E+5
1.712000E-2	1.035930E+5
1.714000E-2	1.040810E+5
1.716000E-2	1.036990E+5
1.718000E-2	1.041550E+5
1.720000E-2	1.034070E+5
1.722000E-2	1.033580E+5
1.724000E-2	1.040320E+5
1.726000E-2	1.036330E+5
1.728000E-2	1.037010E+5
1.730000E-2	1.034050E+5
1.732000E-2	1.028930E+5
1.734000E-2	1.019510E+5
1.736000E-2	1.008830E+5
1.738000E-2	9.850100E+4
1.740000E-2	9.487700E+4
1.742000E-2	9.068800E+4
1.744000E-2	8.798400E+4
1.746000E-2	8.913700E+4
1.748000E-2	9.388700E+4
1.750000E-2	9.818700E+4
1.752000E-2	1.010160E+5
1.754000E-2	1.015640E+5
1.756000E-2	1.037750E+5
1.758000E-2	1.041720E+5
1.760000E-2	1.031900E+5
1.762000E-2	1.036120E+5
1.764000E-2	1.041820E+5
1.766000E-2	1.040940E+5
1.768000E-2	1.045960E+5
1.770000E-2	1.049120E+5
1.772000E-2	1.044330E+5
1.774000E-2	1.044550E+5
1.776000E-2	1.042290E+5
1.778000E-2	1.040950E+5
1.780000E-2	1.043270E+5
1.782000E-2	1.041260E+5
1.784000E-2	1.042090E+5
1.786000E-2	1.039440E+5
1.788000E-2	1.035030E+5
1.790000E-2	1.025900E+5
1.792000E-2	1.017680E+5
1.794000E-2	1.020410E+5
1.796000E-2	9.934500E+4
1.798000E-2	9.847100E+4
1.800000E-2	9.456700E+4
1.802000E-2	9.027100E+4
1.804000E-2	8.505300E+4
1.806000E-2	7.974500E+4
1.808000E-2	7.440800E+4
1.810000E-2	7.268500E+4
1.812000E-2	7.634900E+4
1.814000E-2	8.297200E+4
1.816000E-2	9.003400E+4
1.818000E-2	9.432200E+4
1.820000E-2	9.844600E+4
1.822000E-2	1.006320E+5
1.824000E-2	1.016860E+5
1.826000E-2	1.024320E+5
1.828000E-2	1.026670E+5
1.830000E-2	1.032370E+5
1.832000E-2	1.037200E+5
1.834000E-2	1.036170E+5
1.836000E-2	1.034640E+5
1.838000E-2	1.036270E+5
1.840000E-2	1.036590E+5
1.842000E-2	1.040060E+5
1.844000E-2	1.037900E+5
1.846000E-2	1.032840E+5
1.848000E-2	1.036000E+5
1.850000E-2	1.035540E+5
1.852000E-2	1.034090E+5
1.854000E-2	1.030630E+5
1.856000E-2	1.026080E+5
1.858000E-2	1.022190E+5
1.860000E-2	1.000800E+5
1.862000E-2	9.954100E+4
1.864000E-2	9.800500E+4
1.866000E-2	9.563600E+4
1.868000E-2	9.323000E+4
1.870000E-2	9.201400E+4
1.872000E-2	8.800000E+4
1.874000E-2	8.357500E+4
1.876000E-2	7.734100E+4
1.878000E-2	7.472100E+4
1.880000E-2	7.569300E+4
1.882000E-2	8.162300E+4
1.884000E-2	8.796300E+4
1.886000E-2	9.307700E+4
1.888000E-2	9.723700E+4
1.890000E-2	9.942400E+4
1.892000E-2	1.009860E+5
1.894000E-2	1.018800E+5
1.896000E-2	1.025180E+5
1.898000E-2	1.036900E+5
1.900000E-2	1.033010E+5
1.902000E-2	1.036710E+5
1.904000E-2	1.047620E+5
1.906000E-2	1.047520E+5
1.908000E-2	1.045330E+5
1.910000E-2	1.043180E+5
1.912000E-2	1.045130E+5
1.914000E-2	1.044140E+5
1.916000E-2	1.048490E+5
1.918000E-2	1.050720E+5
1.920000E-2	1.043990E+5
1.922000E-2	1.043870E+5
1.924000E-2	1.051480E+5
1.926000E-2	1.049180E+5
1.928000E-2	1.051990E+5
1.930000E-2	1.052010E+5
1.932000E-2	1.047050E+5
1.934000E-2	1.052560E+5
1.936000E-2	1.047120E+5
1.938000E-2	1.051010E+5
1.940000E-2	1.054390E+5
1.942000E-2	1.050120E+5
1.944000E-2	1.055530E+5
1.946000E-2	1.052670E+5
1.948000E-2	1.048850E+5
1.950000E-2	1.056190E+5
1.952000E-2	1.053480E+5
1.954000E-2	1.051740E+5
1.956000E-2	1.050900E+5
1.958000E-2	1.049490E+5
1.960000E-2	1.055030E+5
1.962000E-2	1.054740E+5
1.964000E-2	1.053630E+5
1.966000E-2	1.056360E+5
1.968000E-2	1.053400E+5
1.970000E-2	1.055000E+5
1.972000E-2	1.049340E+5
1.974000E-2	1.052710E+5
1.976000E-2	1.057950E+5
1.978000E-2	1.055200E+5
1.980000E-2	1.054210E+5
1.982000E-2	1.050070E+5
1.984000E-2	1.051060E+5
1.986000E-2	1.055800E+5
1.988000E-2	1.051620E+5
1.990000E-2	1.059560E+5
1.992000E-2	1.049700E+5
1.994000E-2	1.045670E+5
1.996000E-2	1.050790E+5
1.998000E-2	1.057920E+5
