

live time:  37336.180000
real time:  43207.714000
sweeps:  1866809.000000
0.000000E+0	0.000000E+0	0.000000E+0
2.000000E-5	0.000000E+0	7.786000E+3
4.000000E-5	0.000000E+0	7.708000E+3
6.000000E-5	0.000000E+0	7.686000E+3
8.000000E-5	0.000000E+0	7.661000E+3
1.000000E-4	0.000000E+0	7.537000E+3
1.200000E-4	0.000000E+0	7.708000E+3
1.400000E-4	0.000000E+0	7.758000E+3
1.600000E-4	0.000000E+0	7.539000E+3
1.800000E-4	0.000000E+0	7.575000E+3
2.000000E-4	0.000000E+0	7.714000E+3
2.200000E-4	0.000000E+0	7.726000E+3
2.400000E-4	0.000000E+0	7.629000E+3
2.600000E-4	0.000000E+0	7.646000E+3
2.800000E-4	0.000000E+0	7.676000E+3
3.000000E-4	0.000000E+0	7.631000E+3
3.200000E-4	0.000000E+0	7.810000E+3
3.400000E-4	0.000000E+0	7.697000E+3
3.600000E-4	0.000000E+0	7.664000E+3
3.800000E-4	0.000000E+0	7.713000E+3
4.000000E-4	0.000000E+0	7.673000E+3
4.200000E-4	0.000000E+0	7.583000E+3
4.400000E-4	0.000000E+0	7.709000E+3
4.600000E-4	0.000000E+0	7.685000E+3
4.800000E-4	0.000000E+0	7.703000E+3
5.000000E-4	0.000000E+0	7.778000E+3
5.200000E-4	0.000000E+0	7.757000E+3
5.400000E-4	0.000000E+0	7.664000E+3
5.600000E-4	0.000000E+0	7.679000E+3
5.800000E-4	0.000000E+0	7.684000E+3
6.000000E-4	0.000000E+0	7.621000E+3
6.200000E-4	0.000000E+0	7.673000E+3
6.400000E-4	0.000000E+0	7.662000E+3
6.600000E-4	0.000000E+0	7.759000E+3
6.800000E-4	0.000000E+0	7.623000E+3
7.000000E-4	0.000000E+0	7.711000E+3
7.200000E-4	0.000000E+0	7.635000E+3
7.400000E-4	0.000000E+0	7.582000E+3
7.600000E-4	0.000000E+0	7.681000E+3
7.800000E-4	0.000000E+0	7.529000E+3
8.000000E-4	0.000000E+0	7.801000E+3
8.200000E-4	0.000000E+0	7.746000E+3
8.400000E-4	0.000000E+0	7.628000E+3
8.600000E-4	0.000000E+0	7.647000E+3
8.800000E-4	0.000000E+0	7.830000E+3
9.000000E-4	0.000000E+0	7.747000E+3
9.200000E-4	0.000000E+0	7.737000E+3
9.400000E-4	0.000000E+0	7.663000E+3
9.600000E-4	0.000000E+0	7.862000E+3
9.800000E-4	0.000000E+0	7.754000E+3
1.000000E-3	0.000000E+0	7.862000E+3
1.020000E-3	0.000000E+0	7.687000E+3
1.040000E-3	0.000000E+0	7.704000E+3
1.060000E-3	0.000000E+0	7.710000E+3
1.080000E-3	0.000000E+0	7.558000E+3
1.100000E-3	0.000000E+0	7.595000E+3
1.120000E-3	0.000000E+0	7.711000E+3
1.140000E-3	0.000000E+0	7.715000E+3
1.160000E-3	0.000000E+0	7.745000E+3
1.180000E-3	0.000000E+0	7.776000E+3
1.200000E-3	0.000000E+0	7.568000E+3
1.220000E-3	0.000000E+0	7.630000E+3
1.240000E-3	0.000000E+0	7.665000E+3
1.260000E-3	0.000000E+0	7.647000E+3
1.280000E-3	0.000000E+0	7.643000E+3
1.300000E-3	0.000000E+0	7.564000E+3
1.320000E-3	0.000000E+0	7.712000E+3
1.340000E-3	0.000000E+0	7.625000E+3
1.360000E-3	0.000000E+0	7.653000E+3
1.380000E-3	0.000000E+0	7.645000E+3
1.400000E-3	0.000000E+0	7.784000E+3
1.420000E-3	0.000000E+0	7.606000E+3
1.440000E-3	0.000000E+0	7.674000E+3
1.460000E-3	0.000000E+0	7.770000E+3
1.480000E-3	0.000000E+0	7.717000E+3
1.500000E-3	0.000000E+0	7.656000E+3
1.520000E-3	0.000000E+0	7.822000E+3
1.540000E-3	0.000000E+0	7.586000E+3
1.560000E-3	0.000000E+0	7.591000E+3
1.580000E-3	0.000000E+0	7.571000E+3
1.600000E-3	0.000000E+0	7.868000E+3
1.620000E-3	0.000000E+0	7.620000E+3
1.640000E-3	0.000000E+0	7.577000E+3
1.660000E-3	0.000000E+0	7.821000E+3
1.680000E-3	0.000000E+0	7.705000E+3
1.700000E-3	0.000000E+0	7.464000E+3
1.720000E-3	0.000000E+0	7.582000E+3
1.740000E-3	0.000000E+0	7.653000E+3
1.760000E-3	0.000000E+0	7.570000E+3
1.780000E-3	0.000000E+0	7.736000E+3
1.800000E-3	0.000000E+0	7.627000E+3
1.820000E-3	0.000000E+0	7.474000E+3
1.840000E-3	0.000000E+0	7.762000E+3
1.860000E-3	0.000000E+0	7.617000E+3
1.880000E-3	0.000000E+0	7.690000E+3
1.900000E-3	0.000000E+0	7.748000E+3
1.920000E-3	0.000000E+0	7.628000E+3
