Data run ended at:  Thursday, April 15, 2021	1:35:47 AM
Total number of sweeps:  11209717	live time (sec):  224194.340000	real time (sec):  259208.184000


time (sec)	counts
1.690000E-2	8.332300E+4
1.692000E-2	8.266100E+4
1.694000E-2	8.188300E+4
1.696000E-2	8.235800E+4
1.698000E-2	8.154400E+4
1.700000E-2	8.136100E+4
1.702000E-2	8.090800E+4
1.704000E-2	7.988000E+4
1.706000E-2	7.797900E+4
1.708000E-2	7.593800E+4
1.710000E-2	7.380600E+4
1.712000E-2	7.000000E+4
1.714000E-2	6.577000E+4
1.716000E-2	6.437100E+4
1.718000E-2	6.567200E+4
1.720000E-2	6.907500E+4
1.722000E-2	7.298400E+4
1.724000E-2	7.549500E+4
1.726000E-2	7.760500E+4
1.728000E-2	7.829500E+4
1.730000E-2	7.836600E+4
1.732000E-2	7.868700E+4
1.734000E-2	7.897500E+4
1.736000E-2	7.914600E+4
1.738000E-2	7.923400E+4
1.740000E-2	7.973900E+4
1.742000E-2	8.020800E+4
1.744000E-2	8.084100E+4
1.746000E-2	8.115700E+4
1.748000E-2	8.153100E+4
1.750000E-2	8.151500E+4
1.752000E-2	8.169100E+4
1.754000E-2	8.215800E+4
1.756000E-2	8.229900E+4
1.758000E-2	8.247500E+4
1.760000E-2	8.268800E+4
1.762000E-2	8.283300E+4
1.764000E-2	8.241700E+4
1.766000E-2	8.245600E+4
1.768000E-2	8.293900E+4
1.770000E-2	8.189600E+4
1.772000E-2	8.308000E+4
1.774000E-2	8.219300E+4
1.776000E-2	8.191600E+4
1.778000E-2	8.130000E+4
1.780000E-2	8.143500E+4
1.782000E-2	8.077400E+4
1.784000E-2	7.967000E+4
1.786000E-2	7.874500E+4
1.788000E-2	7.710200E+4
1.790000E-2	7.494100E+4
1.792000E-2	7.098300E+4
1.794000E-2	6.766100E+4
1.796000E-2	6.585700E+4
1.798000E-2	6.785100E+4
1.800000E-2	7.147100E+4
1.802000E-2	7.508700E+4
1.804000E-2	7.768000E+4
1.806000E-2	7.928600E+4
1.808000E-2	8.063700E+4
1.810000E-2	8.055800E+4
1.812000E-2	8.199200E+4
1.814000E-2	8.224900E+4
1.816000E-2	8.220400E+4
1.818000E-2	8.226700E+4
1.820000E-2	8.292200E+4
1.822000E-2	8.272700E+4
1.824000E-2	8.271200E+4
1.826000E-2	8.339800E+4
1.828000E-2	8.304500E+4
1.830000E-2	8.292300E+4
1.832000E-2	8.306100E+4
1.834000E-2	8.323400E+4
1.836000E-2	8.263900E+4
1.838000E-2	8.306700E+4
1.840000E-2	8.330700E+4
1.842000E-2	8.327700E+4
1.844000E-2	8.279200E+4
1.846000E-2	8.294200E+4
1.848000E-2	8.324500E+4
1.850000E-2	8.293100E+4
1.852000E-2	8.303500E+4
1.854000E-2	8.366700E+4
1.856000E-2	8.351900E+4
1.858000E-2	8.327200E+4
1.860000E-2	8.354200E+4
1.862000E-2	8.310300E+4
1.864000E-2	8.299000E+4
1.866000E-2	8.326300E+4
1.868000E-2	8.381700E+4
1.870000E-2	8.366100E+4
1.872000E-2	8.371100E+4
1.874000E-2	8.355100E+4
1.876000E-2	8.363100E+4
1.878000E-2	8.405500E+4
1.880000E-2	8.382300E+4
1.882000E-2	8.349800E+4
1.884000E-2	8.346100E+4
1.886000E-2	8.325200E+4
1.888000E-2	8.316800E+4
1.890000E-2	8.337000E+4
1.892000E-2	8.387600E+4
1.894000E-2	8.335400E+4
1.896000E-2	8.315900E+4
1.898000E-2	8.306400E+4
1.900000E-2	8.302200E+4
1.902000E-2	8.377100E+4
1.904000E-2	8.370700E+4
1.906000E-2	8.316200E+4
1.908000E-2	8.366100E+4
1.910000E-2	8.328100E+4
1.912000E-2	8.317100E+4
1.914000E-2	8.372200E+4
1.916000E-2	8.322100E+4
1.918000E-2	8.292100E+4
1.920000E-2	8.352100E+4
1.922000E-2	8.321400E+4
1.924000E-2	8.362900E+4
1.926000E-2	8.378300E+4
1.928000E-2	8.315300E+4
1.930000E-2	8.373900E+4
1.932000E-2	8.335600E+4
1.934000E-2	8.362500E+4
1.936000E-2	8.319100E+4
1.938000E-2	8.358100E+4
1.940000E-2	8.364400E+4
1.942000E-2	8.354300E+4
1.944000E-2	8.366400E+4
1.946000E-2	8.321400E+4
1.948000E-2	8.351300E+4
1.950000E-2	8.346000E+4
1.952000E-2	8.364600E+4
1.954000E-2	8.381200E+4
1.956000E-2	8.344200E+4
1.958000E-2	8.354500E+4
1.960000E-2	8.367900E+4
1.962000E-2	8.319800E+4
1.964000E-2	8.359700E+4
1.966000E-2	8.341200E+4
1.968000E-2	8.314500E+4
1.970000E-2	8.306300E+4
1.972000E-2	8.370900E+4
1.974000E-2	8.375700E+4
1.976000E-2	8.366900E+4
1.978000E-2	8.303200E+4
1.980000E-2	8.302100E+4
1.982000E-2	8.356100E+4
1.984000E-2	8.348300E+4
1.986000E-2	8.367600E+4
1.988000E-2	8.344600E+4
1.990000E-2	8.378400E+4
1.992000E-2	8.351300E+4
1.994000E-2	8.396400E+4
1.996000E-2	8.345300E+4
1.998000E-2	8.331800E+4
