Data run ended at:  Saturday, April 03, 2021	6:03:08 PM
Total number of sweeps:  2519203	live time (sec):  50384.060000	real time (sec):  58415.165000


time (sec)	counts
1.700000E-2	6.523400E+4
1.702000E-2	6.491900E+4
1.704000E-2	6.494900E+4
1.706000E-2	6.563500E+4
1.708000E-2	6.469200E+4
1.710000E-2	6.496100E+4
1.712000E-2	6.507500E+4
1.714000E-2	6.481100E+4
1.716000E-2	6.511800E+4
1.718000E-2	6.517300E+4
1.720000E-2	6.486200E+4
1.722000E-2	6.496900E+4
1.724000E-2	6.495100E+4
1.726000E-2	6.525400E+4
1.728000E-2	6.509100E+4
1.730000E-2	6.512000E+4
1.732000E-2	6.433600E+4
1.734000E-2	6.503000E+4
1.736000E-2	6.474900E+4
1.738000E-2	6.423500E+4
1.740000E-2	6.503600E+4
1.742000E-2	6.523300E+4
1.744000E-2	6.505000E+4
1.746000E-2	6.483500E+4
1.748000E-2	6.498900E+4
1.750000E-2	6.475400E+4
1.752000E-2	6.491000E+4
1.754000E-2	6.524800E+4
1.756000E-2	6.481900E+4
1.758000E-2	6.478500E+4
1.760000E-2	6.494100E+4
1.762000E-2	6.481300E+4
1.764000E-2	6.517900E+4
1.766000E-2	6.478100E+4
1.768000E-2	6.497700E+4
1.770000E-2	6.476700E+4
1.772000E-2	6.454100E+4
1.774000E-2	6.452900E+4
1.776000E-2	6.458800E+4
1.778000E-2	6.460200E+4
1.780000E-2	6.431300E+4
1.782000E-2	6.452100E+4
1.784000E-2	6.397700E+4
1.786000E-2	6.445800E+4
1.788000E-2	6.395400E+4
1.790000E-2	6.395400E+4
1.792000E-2	6.444100E+4
1.794000E-2	6.419400E+4
1.796000E-2	6.382000E+4
1.798000E-2	6.388400E+4
1.800000E-2	6.380100E+4
1.802000E-2	6.372700E+4
1.804000E-2	6.341600E+4
1.806000E-2	6.293500E+4
1.808000E-2	6.297900E+4
1.810000E-2	6.314100E+4
1.812000E-2	6.270600E+4
1.814000E-2	6.205900E+4
1.816000E-2	6.250600E+4
1.818000E-2	6.209200E+4
1.820000E-2	6.181600E+4
1.822000E-2	6.140900E+4
1.824000E-2	6.094000E+4
1.826000E-2	6.065200E+4
1.828000E-2	6.032900E+4
1.830000E-2	5.943700E+4
1.832000E-2	5.970000E+4
1.834000E-2	5.875300E+4
1.836000E-2	5.867200E+4
1.838000E-2	5.796300E+4
1.840000E-2	5.755000E+4
1.842000E-2	5.654900E+4
1.844000E-2	5.617700E+4
1.846000E-2	5.565600E+4
1.848000E-2	5.573700E+4
1.850000E-2	5.473900E+4
1.852000E-2	5.408700E+4
1.854000E-2	5.373700E+4
1.856000E-2	5.334100E+4
1.858000E-2	5.285800E+4
1.860000E-2	5.287100E+4
1.862000E-2	5.255100E+4
1.864000E-2	5.290400E+4
1.866000E-2	5.304600E+4
1.868000E-2	5.298200E+4
1.870000E-2	5.364200E+4
1.872000E-2	5.422000E+4
1.874000E-2	5.459300E+4
1.876000E-2	5.516600E+4
1.878000E-2	5.589000E+4
1.880000E-2	5.627000E+4
1.882000E-2	5.692100E+4
1.884000E-2	5.726700E+4
1.886000E-2	5.830600E+4
1.888000E-2	5.855900E+4
1.890000E-2	5.889400E+4
1.892000E-2	5.916700E+4
1.894000E-2	6.025900E+4
1.896000E-2	5.999800E+4
1.898000E-2	6.078900E+4
1.900000E-2	6.091700E+4
1.902000E-2	6.155400E+4
1.904000E-2	6.158300E+4
1.906000E-2	6.119800E+4
1.908000E-2	6.192500E+4
1.910000E-2	6.220300E+4
1.912000E-2	6.223600E+4
1.914000E-2	6.291300E+4
1.916000E-2	6.253400E+4
1.918000E-2	6.306400E+4
1.920000E-2	6.364100E+4
1.922000E-2	6.325200E+4
1.924000E-2	6.321000E+4
1.926000E-2	6.353400E+4
1.928000E-2	6.363200E+4
1.930000E-2	6.376800E+4
1.932000E-2	6.376200E+4
1.934000E-2	6.428300E+4
1.936000E-2	6.440000E+4
1.938000E-2	6.423000E+4
1.940000E-2	6.438300E+4
1.942000E-2	6.434800E+4
1.944000E-2	6.439400E+4
1.946000E-2	6.438700E+4
1.948000E-2	6.475000E+4
1.950000E-2	6.445100E+4
1.952000E-2	6.433000E+4
1.954000E-2	6.455500E+4
1.956000E-2	6.463500E+4
1.958000E-2	6.475200E+4
1.960000E-2	6.461100E+4
1.962000E-2	6.463900E+4
1.964000E-2	6.468200E+4
1.966000E-2	6.410400E+4
1.968000E-2	6.513900E+4
1.970000E-2	6.542400E+4
1.972000E-2	6.486600E+4
1.974000E-2	6.451700E+4
1.976000E-2	6.507900E+4
1.978000E-2	6.488700E+4
1.980000E-2	6.513500E+4
1.982000E-2	6.550700E+4
1.984000E-2	6.525200E+4
1.986000E-2	6.519600E+4
1.988000E-2	6.486700E+4
1.990000E-2	6.524900E+4
1.992000E-2	6.512200E+4
1.994000E-2	6.532500E+4
1.996000E-2	6.499700E+4
1.998000E-2	6.502100E+4
